score,title,author,date,comment
3,Organic Seaweed Snacks Review,"Maria B.,",13-Nov-18,"Not a big fan of seaweed, have heard of health benefit, This was better than most I have tried inthis snack variety though Although the other flavor was great and you could tastet teh difference (we bought two kinds) the taste of the sea weed overall is just something I cannot get over. I had a friend I recommended ittoo and she did ike it though."
3,Organic Seaweed Snacks Review,"Susanne B.,",16-Feb-19,"I used the vegetable broth in a mushroom and onion stir fry and it gave it a richer flavor than simply using olive oil and salt. Since I am staying away from dairy, soy and gluten this product seems to agree with my digestive system which is always a great thing! I would have liked a bit stronger flavor since I don't use a lot of other spices so look forward to trying some of the other products."
2,Organic Seaweed Snacks Review,"Vic W.,",18-Nov-18,"My daughter, husband,8year old granddaughter and I sat down while watching football to try the bacon and sea salt flavored seaweed chips. We liked the thin, crunchy texture and the fact that they were low-cal and good for you( you hear so much about the benefits of seaweed). We were expecting salty...like the ocean...,but we couldn't get past the fishy taste. The bacon ones were a bit better but after two or three everyone was overwhelmed by the fish taste. None of us would try them again even though we loved the health benefits and the light crunchiness."
1,Organic Seaweed Snacks Review,"Kathryn M.,",12-Feb-19,They weren't bad per say just not my thing. My sister loved them. Of course she is the weird that always raw seaweed. It just wasn't my thing. I would definently suggest trying it if your curious. From my family's reactions it was either a gimme gimme more or No thank you. It's worth a shot.
3,Organic Seaweed Snacks Review,"MeLisa A.,",07-Dec-18,"I enjoy seaweed snacks. They're a great snack that fits Perfectly with my dietary needs. The Ocean's Halo seaweed snacks had ok flavor and were just a little on the chewy side for me. I would maybe still buy these considering the price, but I prefer other brands."
2,Organic Seaweed Snacks Review,"MegHan M.,",07-Dec-18,"the G.I. Joe and i tried some snacks. very well packaged for lunches. i thought the taste was meh. the G.I. Joe said ""i expected it to taste like the ones ive had from korea?, with a little more flavor and crunch."" i would have liked to try another flavor but this was the only one carried at my store"
3,Organic Seaweed Snacks Review,"Laura H.,",13-Jan-19,"It was not bad. They were hard for me to obtain, but they tasted ok. I got the sea salt variety which would probably been better if i wasnt such a confirmed poopato chip addict. They were crunchy and visually appealing. A co worker absolutely loved them. I personally wont be purchasing them."
1,Organic Seaweed Snacks Review,"Karen S.,",05-Dec-18,"The taste was too fishy for my liking. The store didn't have any other flavor than sea salt. Consistency was flaky but not much to crunch, I'd prefer a chip or cracker as a snack. Also seemed like excessive packaging for a single serving. Would not buy again"
1,Organic Seaweed Snacks Review,"Janette C.,",06-Dec-18,"These snacks weren't for me. The packaging is attractive and I was excited to #TryNatural, I just don't think I'm a seaweed snack kind of gal. I enjoy the @OceansHalo brand and will continue to purchase their broths and noodles! #GotItFree Thanks @SocialNature"
3,Organic Seaweed Snacks Review,"Maya W.,",12-Nov-18,"I redeemed the coupon for the Sushi Nori Full Seaweed Sheets, as the store I visited only had the Bacon and Sea Salt flavors available in the Seaweed Snacks and I wanted the Chili Lime flavor. I decided to try and make authentic sushi rice rolls, so I chose the full sheets. The packaging made it easy to find in the store and was relatively easy to open while remaining sturdy enough to protect the product. I was pleased with the number of seaweed sheets that came in the package and all of them were in good condition and were not dry or crumbly. When it came to the taste, I was not so pleased. I felt as though the sheets could use a lot more flavor. I offered a sheet to one of my coworkers, who also enjoys seaweed, and he felt similarly. It tasted fairly bland either by itself or with rice and filling, to the point where I had to add my own seasoning. Suggestions: I would have liked to see a vegan label on the Bacon variety, as the reason I passed it up was because I believed that animal products were used when that is not the case. It would also be nice to see the sushi nori sheets available in the same flavors as the snack sheets. I will likely try the seasoned varieties if I am able to find them in the store."
3,Organic Seaweed Snacks Review,"Miranda R.,",04-Mar-19,"Personally, I did not enjoy the taste of the sea salt seaweed snacks. They had a very fishy taste, and considering I'm not a huge fan of seafood, I did not find them particularly enjoyable. However, if you are a fan of seafood, I could definitely see how one could enjoy these. Inexpensive, worth a try!"
2,Organic Seaweed Snacks Review,"Shaniqua W.,",22-Dec-18,I think that this product is probably one of the healthiest and best options for my diet right now but I could not get past the taste. I usually dont dabble in areas I'm not extremely familiar with but it was worth the try. I'll need to try a different recipe next time then maybe things will be better.
3,Organic Seaweed Snacks Review,"Sonya F.,",31-Oct-18,"I didn't know what to expect, being skeptical about eating seaweed. It was just okay and I wouldn't voluntarily buy seaweed snacks again. The Korean and Texas BBQ, Maui Onion and Sriracha are great flavors and tasted great but each time I chewed a piece I couldn't help but visual dirty ocean water near the shore with even filthier foam and seaweed touching the sand."
3,Organic Seaweed Snacks Review,"Tammy W.,",26-Nov-18,"We tried the bacon flavor because let's be honest, who doesn't love bacon?? I was hesitant as its seaweed and not a normal staple in our household but boy am I glad we tried this product . It was deliciously flavored, had the perfect crunch and get this...my kids loved them!!"
2,Organic Seaweed Snacks Review,"Rita V.,",12-Dec-18,Not for me. I do not like the taste or texture at all. Not for me. I do not like the taste or texture at all. Not for me. I do not like the taste or texture at all.
3,Organic Seaweed Snacks Review,"Ashley C.,",26-Nov-18,The product was okay. The only one I liked was the sea salt. I would purchase those again. The Wasabi did not have a good flavor at all. The Texas bbq was alright but I wouldn't go out of my way to purchase.
3,Organic Seaweed Snacks Review,"Candy S.,",25-Feb-19,"I didn't care for them but my family liked them.they have had me buy them again to try other flavors.i will buy again for my family,and recommend them to others."
3,Organic Seaweed Snacks Review,"Talli K.,",10-Dec-18,This was a different kind of snack for me. I loved the taste. I took them in my lunch and it was a perfect addition. I would totally buy these again and have my family eat them regularly.
3,Organic Seaweed Snacks Review,"Shannon D.,",22-Jan-19,"The Halo's seaweed snack was very different, it had a good taste but a weird texture or something. Overall they're ok but different. Not really my kind of snack."
1,Organic Seaweed Snacks Review,"Trudie S.,",25-Feb-19,This product was really bad. I did not like the taste at all. It taste so bad I would never try another. This was not a good snack for anyone in my family
3,Organic Seaweed Snacks Review,"Sherna L.,",15-Feb-19,You have to acquire a taste for this but once you do it does add a unique flavor to otherwise bland foods. I tried it on my scrambled eggs in pl ace of salt
3,Organic Seaweed Snacks Review,"Kaitlin S.,",20-Nov-18,I typically do not consume seaweed snacks those these were good compared to ones that I've had before. I do like the flavor selection because it's very varied.
3,Organic Seaweed Snacks Review,"Heidi K.,",31-Oct-18,I was staying positive and was nervous about trying seaweed snacks. They were better than I thought but not something I would be interesting in buying on a regular basis.
3,Organic Seaweed Snacks Review,"Kristi K.,",01-Nov-18,I enjoyed this organic seaweed snack but it was a little to dry for my liking. I love the many varieties that are available. I recommend this to anyone that loves real %100 all natural products.
3,Organic Seaweed Snacks Review,"Nora M.,",06-Dec-18,"First thought of putting seaweed in my mouth was not a good one...lol...but it didnt taste as bad your think (or I would anyway) texture was ,to me, like a fruit roll up and was ok to my taste."
3,Organic Seaweed Snacks Review,"Dale W.,",18-Nov-18,I would definitely try a different flavor. Can't say I'm crazy about the texture. I probably won't buy again. I can't see anyone in my family wanting more.
3,Organic Seaweed Snacks Review,"joanne R.,",22-Jan-19,I didnt care for it. I didnt know what it would taste like but I was surprised by the flavor. I guess that I am not as adventeurous as I thought. Maybe this item is for a younger person.
2,Organic Seaweed Snacks Review,"Ashley G.,",25-Oct-18,"Im not a fan of seaweed. Although, I did try it. I'm still not a fan! But, that doesn't mean someone elae won't like it! #gotitforfree #worthatry @socialnature"
2,Organic Seaweed Snacks Review,"Pat C.,",05-Nov-18,Delicious snack! I had the seaweed snacks in different flavors. I am quite a fan. They tasted good and are pretty healthy. My new go to for seaweed snacks.
3,Organic Seaweed Snacks Review,"Elisabeth V.,",17-Jan-19,"The Ocean's Halo Organic Seaweed Snacks were okay. I enjoyed the variety of flavors, but I just couldn't get into them like I would a potato chip or other salty snack. For me, they were not addicting. Try and see--to each his own."
1,Organic Seaweed Snacks Review,"Sally G.,",30-Nov-18,"I thought this was the most disgusting snack I've ever had. I've had seaweed snacks before that I really enjoyed, but this had the fishiest taste that I couldn't even finish one. I will never get these again."
3,Organic Seaweed Snacks Review,"Karissa O.,",05-Dec-18,"I felt like the sea salt flavor was too salty, and I really didn't care for the texture. My husband tried them and felt the same way. I'm still excited to try their other products, though!"
3,Organic Seaweed Snacks Review,"Tonna S.,",05-Nov-18,These were definitely not like anything I've ever eaten. It was different to say the least. I'm not sure it this will ever be a go to as a snack but some people may like it.
1,Organic Seaweed Snacks Review,"Kalee W.,",25-Jan-19,This was something not for me. I am usually not a fan of oriental foods. I thought I may like it but just didn't. I will just stick to the regular maruchen ramen noodles for now.
3,Organic Seaweed Snacks Review,"Melissa F.,",15-Dec-18,I did not like the taste in the beginning. I tried a few more and it grew on me. I was surprised I ate the whole bag. It is a great snack you can take on the go.
1,Organic Seaweed Snacks Review,"Corina S.,",11-Mar-19,"I did not enjoy this product. The flavor was very salty and fishy, and the texture was dry. Price for the product was high as well. Overall it was not something I would buy again."
1,Organic Seaweed Snacks Review,"Alice K.,",27-Feb-19,"I thought this organises weed wasn't not good , it tastes like fried green grass my kids didn't like it my friends didn't like it so sorry about this product had no taste"
1,Organic Seaweed Snacks Review,"April O.,",02-Feb-19,My daughter and I love bacon but so we was excited to get to try Ocean's Halo bacon flavored seaweed snacks. We did not like them at all. In fact we thought it tasted pretty horrible.
3,Organic Seaweed Snacks Review,"Betty S.,",07-Dec-18,It was pretty good just not enough of it will try others.there was not enough bacon flavor.I want to try the Korean BBQ next time.I do not know about the other yet.It makes a pretty good snack for when you are in a hurry.
1,Organic Seaweed Snacks Review,"Jennifer S.,",29-Nov-18,These were not for me. I did not like the taste and I did not like the texture. I had my husband and kids try it as well and they also did not like it.
3,Organic Seaweed Snacks Review,"Michelle F.,",25-Feb-19,"I haven't found these in my local store yet but keep looking! They look delicious and like the perfect healthy snack! As soon as I find them, I will try them - I hope to find Sae Salt!!"
3,Organic Seaweed Snacks Review,"Denecia F.,",04-Feb-19,I thought the snack was an interesting concept. Certainly different than any snack I would just grab on my way to work. The crunch was nice when I was craving chips and the flavors are awesome. I had the bacon flavor and it did not disappoint!
3,Organic Seaweed Snacks Review,"Rita R.,",08-Jan-19,Not quite the texture I was expecting but once I got over that it was pretty good. I think the salt hides the flavor of the seaweed well while not being too overpowering.
3,Organic Seaweed Snacks Review,"Kathy W.,",25-Jan-19,"It was ok. It is not a product I would normally buy. However, it was better tasting than I expected. I did like the sea salt flavor. I would not purchase it again though."
3,Organic Seaweed Snacks Review,"Rebecca T.,",01-Feb-19,Organic Seaweed Snacks we're good however the store I purchased them from did not have the flavor I wanted. I picked up the chili lime seaweed snacks as they were the only option. The seaweed snacks were great I'm not a fan of lime flavor though.
1,Organic Seaweed Snacks Review,"Sonya A.,",05-Dec-18,"It was gross, I tried the ramen, so sad! I was looking foryto it but it was more like spaghetti noodles with some weird broth! Yuck! I would not recommend them."
3,Organic Seaweed Snacks Review,"Troy J.,",24-Nov-18,"The taste is okay. If you like sea weed I would recommend, otherwise the flavored ones still have a heavy taste of sea weed. Overall, I enjoyed the product, but probably will not purchase again due to the high price."
3,Organic Seaweed Snacks Review,"Rachel B.,",31-Oct-18,The ramen broth is actually very delicious but the noodles lacked taste and I did not like how stiff the seemed even after thouroughly cooking. I think there are many other ramen brands that have done a better job at a much lower cost.
3,Organic Seaweed Snacks Review,"Elaine W.,",08-Feb-19,"I couldn't find the snacks or noodles, so I had to get a Pho broth. The broth was good, but I really wanted to try the noodle bowls, noodles, or a snack or two."
3,Organic Seaweed Snacks Review,"Crystal B.,",26-Nov-18,"I would definitely tell ky friends about this product. I really enjoyed it, it was different than the snacks I'm used to. I like the wide variety of flavors that are offered. I will probably buy these again."
1,Organic Seaweed Snacks Review,"Taryn P.,",11-Mar-19,I was not a fan flavor or texture - was very hard to find in store. Tried the Sea Salt and it just wasn't a great experience. Too much hassle for something I wouldn't buy again.
3,Organic Seaweed Snacks Review,"Kendall M.,",04-Dec-18,Im not a huge fan of the lime flavor. It was a little off putting with seaweed . the Korean bbq on the other hand was pretty good couldnt really tell it was seaweed like most seaweed snacks on the market theres an aftertaste but not with these ones.
3,Organic Seaweed Snacks Review,"Joannie L.,",07-Feb-19,"At first i was weary of a product like this, it is definitely something new and different to what i would usually eat ...it was surprisingly good. the variety of flavors is helpful."
2,Organic Seaweed Snacks Review,"Heather-christina H.,",20-Dec-18,"Being a person that doesn't really like seafood, I should've known that I wouldn't have liked this product. Had a very fishy taste. Would recommend to individuals that live seafood and an ocean's taste but not for those who hate it"
3,Organic Seaweed Snacks Review,"Cassandra J.,",10-Nov-18,"Did think I would like it, but it was okay. The sea salt on the Seaeeed snack was what I like most about it and it could fix in my pocket book.. I would recommend this to friends and family."
2,Organic Seaweed Snacks Review,"Kristen E.,",22-Jan-19,"I thought trying flavored seaweed might make me enjoy it more, but nope. I just can't get into the taste of these. If you like seaweed products, you will enjoy, but I did not."
3,Organic Seaweed Snacks Review,"KB C.,",15-Dec-18,"I bought the miso soup kit. It was easy to fix, but kind of bland. Might be a good starter for additions to spruce it up, I think I will try the seaweed snacks next as they are hard to mess up."
2,Organic Seaweed Snacks Review,"Laura H.,",07-Dec-18,"It wasn't that great. Had a weird taste to it. I doubt I will try the other flavors. The texture was off putting to me, too. ................................"
3,Organic Seaweed Snacks Review,"Brenda P.,",05-Nov-18,I didn't like it. I don't recommend this. I didn't like the taste. I bought sea salt flavor and I think this content many sodium. I think this is no a healthy snack.
2,Organic Seaweed Snacks Review,"Trina T.,",11-Nov-18,"Not really my cup of ""tea"" persay, I have been trying some organic foods here and there. Some I liked and some I did not. This was one of my dislikes, I don't know if it was that it was made from seaweed or the actual taste."
3,Organic Seaweed Snacks Review,"Nicole M.,",31-Oct-18,I was not sure how this would taste. I wanted to try something new and this sure was for me! I was not a real fan of the texture or flavor. My daughter on the other hand LOVED it!
2,Organic Seaweed Snacks Review,"Kristi C.,",28-Feb-19,"It was okay, nothing special...tasted fishy to my like it came right out of the sea.... it was extra salty too.. def would not be my choice if I got to choose"
3,Organic Seaweed Snacks Review,"ann V.,",07-Dec-18,A great snack like item! I had it for an afternoon snack the other day. It's also so delicious to eat with sticky rice! As If you're eating it like a sushi roll. I recommend you try it!
2,Organic Seaweed Snacks Review,"Kelly H.,",05-Jan-19,"I did like these snacks, although the taste is just a little too different for my liking. I might purchase something from this company, although would not purchase the seaweed snack again."
1,Organic Seaweed Snacks Review,"Melissa R.,",10-Feb-19,I didn't think they were very good I didn't like the texture or flavor. Too salty. I wouldn't recommend this product. But my granddaughter liked them. So go figure!
1,Organic Seaweed Snacks Review,"Sarah D.,",31-Oct-18,"Unfortunately I am not a fan of these snacks. I love that they are healthy for my family, however no one liked them. Thank you so much for the opportunity."
3,Organic Seaweed Snacks Review,"Jennifer R.,",26-Feb-19,"I thought these were just okay. My husband enjoyed them. The kids were not a fan, but I really think it was just a mind thing for them. The flavor was decent."
3,Organic Seaweed Snacks Review,"Mindy W.,",07-Dec-18,I received a coupon for the Ocean Halo's seaweed snacks to review for free! I chose the Chili Lime flavor. This was my first time trying seaweed and I would be okay if I never had it again. I'm guessing its an aquired taste just not for me.
1,Organic Seaweed Snacks Review,"Maranda P.,",06-Dec-18,I have eaten nori on sushi wraps but I guess ive never had seaweed snacks before. These were tough to out down. Had a spoiled fish flavor that I could not get past. Maybe thats just me though.
3,Organic Seaweed Snacks Review,"Kayla W.,",26-Nov-18,"They were good, but they had an odd after taste. Maybe if I try another flavor next time? But overall, I would eat them again. I tried the BBQ ones and the barbecue was good, but like I said, it left a weird after taste."
3,Organic Seaweed Snacks Review,"Courtney A.,",12-Jan-19,My husband enjoyed these as a crunch in his daily linch at work. Easy to grab and go and thats another thing he loved! I was not so found of the seaweed texture but wouldn't mind as a once in awhile snack!
3,Organic Seaweed Snacks Review,"Amanda P.,",11-Dec-18,I have never tried seaweed so I cannot compare it to other brands but it was well flavored I tried the bacon flavor. It wasn't bad but it wasn't that great tasting either just not my cup of tea.
1,Organic Seaweed Snacks Review,"Linda L.,",16-Nov-18,The seaweed snacks taste good but hard as heck to find in my area I wish more stores near me had the products. Was very frustrating trying to find them
3,Organic Seaweed Snacks Review,"Kathy A.,",17-Jan-19,I'm sure it is tasty for someone who enjoys Pho. I have never had it before and prefer a different type of broth for my soups. I like that it has healthy ingredients and is Non GMO though. #trynatural #GotItFree
3,Organic Seaweed Snacks Review,"Wendy S.,",22-Jan-19,Tried sea salt and was pretty bland. You really tasted the seaweed taste though. If your going for a nature taste definitely worth a try. Looking forward to trying one with more flavor
2,Organic Seaweed Snacks Review,"Stephanie B.,",11-Mar-19,"I have been searching for healthier snacks for the kids, but I think the texture was the first turn off. I didn't really find the taste very appealing. Maybe I can test other flavors in the future."
3,Organic Seaweed Snacks Review,"Erica L.,",01-Nov-18,I liked the sauces but did not really enjoy the other products was hard to use in recipes I would rocemend the sauce product that was easy to use and tasted good.
1,Organic Seaweed Snacks Review,"Jessica M.,",04-Nov-18,"I didn't know what to expect from these sea salt seaweed snacks,but now that I've tasted them,I wont do it again. I couldn't. I had to spit it out. These seaweed snacks are very light and flaky but do not taste good to me."
3,Organic Seaweed Snacks Review,"Sonya H.,",13-Jan-19,I thought it was okay it just wasn't for me but I can appreciate a healthy snack so I would recommend it for other people to try because what I don't like somebody else could love
3,Organic Seaweed Snacks Review,"Kate T.,",13-Jan-19,"They were a little better than what I was expecting. They were very very dry though. They tasted very very good, almost exactly like the flavor should."
3,Organic Seaweed Snacks Review,"Ember U.,",13-Jan-19,I had the chili lime and they were a unique snack. I liked how light and flavorful they were. They were a bit strong for me and I could only have a few at a time.
1,Organic Seaweed Snacks Review,"Jennifer V.,",06-Dec-18,"The ""bacon"" taste was the aftertaste, nothing like I expected. I was hoping for something to mask SOME of the seaweed taste but when I did get the ""bacon"" taste it was just a salty smokey flavor. It was ok, but not bacon."
3,Organic Seaweed Snacks Review,"Angela C.,",08-Nov-18,"I thought these were pretty good. I was surprised by the amount of flavor they had. Very light and crisp and a clean option for a snack. I think I would have liked another flavor better, but overall not bad."
1,Organic Seaweed Snacks Review,"Samantha C.,",23-Jan-19,i am not a fan of seaweed so i figured this might be different however i was not convinced. i did not like the texture or the flavor. i was a bit disappointed
3,Organic Seaweed Snacks Review,"Sandra C.,",23-Jan-19,I'm not really into seaweed but I did taste it. It had a good seasoning flavor but too strong of a seaweed taste. I gave mine to someone who really likes seaweed and they loved them.
3,Organic Seaweed Snacks Review,"Jennifer M.,",17-Dec-18,Ocean's Halo Seaweed Snacks are a healthy alternative snack and my husband would say for an acquired taste. I'm not sure it would be in my regular rotation but I'd consider it every few months or so for something different for certain.
3,Organic Seaweed Snacks Review,"Tina S.,",22-Jan-19,I don't think it's for me. It had a good flavor and I'm trying to eat healthy but I don't think this is for me. I will tell my friend about them it's something she'd like. My taste buds aren't ready for these yet.
2,Organic Seaweed Snacks Review,"chris C.,",26-Nov-18,We did not like it at all. It tasted like chili lime flavored fish. This was the worst thing I have ever attempted to eat. I am not sure if another flavor would be better or worse
3,Organic Seaweed Snacks Review,"Mariagna P.,",05-Dec-18,It's was not my favorite thing but they have some other great things like the pho broth. I still can't find any store nearby that sells the noodles but can't wait to try them.
3,Organic Seaweed Snacks Review,"Kara S.,",26-Nov-18,"I tried the bbq flavor. It was hard to find in stores. Decent taste, but still has the sea taste. Was hoping the bbq would mask it more. I think those who enjoy the flavor of seaweed will love these snacks."
3,Organic Seaweed Snacks Review,"Roxanne B.,",05-Dec-18,"I've been enjoying sushi and miso lately, so I wanted to try these. The seaweed is a bit too fishy for my taste. These might be okay as part of a soup or sushi bowl. I received this product free from Social Nature."
3,Organic Seaweed Snacks Review,"Sarah C.,",17-Dec-18,It had good texture and flavor. I don't think that I would eat it by itself again- but pairing it with rice or cauliflower to make it a bit more filling would be good option!
3,Organic Seaweed Snacks Review,"lindsay N.,",09-Nov-18,It was exactly like I imagined seaweed would taste. It wasn't bad but it wasn't my favorite or an item I would buy again for myself. However my husband really liked them and would eat them again as a snack.
3,Organic Seaweed Snacks Review,"Katey M.,",29-Nov-18,I got a coupon to try some of these so that's what I did. They weren't horrible the taste was okay but I don't care for the texture personally. The packaging was nice I just don't think I'm a seaweed person.
1,Organic Seaweed Snacks Review,"Amy N.,",12-Nov-18,I didn't like these at all! They taste like fish which I do not like. I was hopeful the sriracha flavor would help but it does not. I like the nutritional info and the packaging. I just wish it tasted better.
3,Organic Seaweed Snacks Review,"Amanda C.,",24-Feb-19,I thought it was unique and a bit salty for my taste. It is convenient and a healthy snack especially on the go. I would like to try the different flavors.
3,Organic Seaweed Snacks Review,"Karen B.,",31-Dec-18,"I tried the Wasabi and it wasn't the best flavor for me. I liked the texture and everything about the product, except for the flavor. I wish I had tried the sea salt or bacon."
2,Organic Seaweed Snacks Review,"Terri M.,",11-Nov-18,Not crazy about these. They may be healthy but not a fan. I could eat these if I had to but would choose other snacks first over these. Maybe I'll try another flavor and see if my opinion changes.
2,Organic Seaweed Snacks Review,"Aleksandra C.,",17-Feb-19,The taste of seaweed on its own was just too overpowering. It was a low calorie snack but not something I would ready for regularly. It was also very hard to find this at different stores.
2,Organic Seaweed Snacks Review,"Pamela M.,",05-Dec-18,I am just not a fan at all. I didn't like the flavor at all. I tried to get past the initial shock of what I was trying but it didn't make things any better. I am glad I got to try it for free but I don't think that I will be purchasing anymore.
2,Organic Seaweed Snacks Review,"Tracie D.,",07-Dec-18,I was offered a sample to try It wasn't for me but probably other people might like it I just didn't like that taste nothing really to do with the product itself
3,Organic Seaweed Snacks Review,"Carrie C.,",05-Dec-18,"I thought it was okay. I usually like seaweed snacks, but there was just an off flavor about them that I can't describe. I don't think it was the salt, but maybe. I would be willing to try them again, but a different flavor for sure"
2,Organic Seaweed Snacks Review,"Denise D.,",07-Dec-18,"I chose the sea salt flavor because it sounded like it would be the best tasting, but myself and my family wasn't to fond of the texture. So now I'm going to try another Halo product."
2,Organic Seaweed Snacks Review,"Le'Sandra S.,",13-Jan-19,Was willing to try something new. It just wasn't for me. I couldn't get over the aftertaste. Not terrible but wouldn't do it again. I tried the bacon flavor.
3,Organic Seaweed Snacks Review,"LaQuana G.,",10-Nov-18,It was my first time . I never had a seaweed before so the taste was different to me. I like the flavor and would recommend it to some friends. My kids didn't care for it but that's cool more for me. I would definitely try a different flavor.
3,Organic Seaweed Snacks Review,"Kathy C.,",15-Nov-18,"This wasn't for me, I think you should still try and give own opinion. I tried to go out of a comfort zone on this. Wasn't the worst thing, but won't purchase for myself"
3,Organic Seaweed Snacks Review,"Erin B.,",09-Dec-18,I personally did not care to much for them. But my kids loved them. So I would definitely purchase in the future. I did like the sea salt flavor the best.
2,Organic Seaweed Snacks Review,"Alicia M.,",12-Nov-18,This is very likely to be blamed on the flavor. I was only able to find Sea Salt which really didn't mask any of the seaweed flavor for me. I would be willing to give it another go if I can find a better flavor.
3,Organic Seaweed Snacks Review,"Weejdaaaan N.,",07-Jan-19,"It was okay not my favorite, I do recommend it to someone who likes seaweed snacks.ive tried it before but wasn't a fan of seaweed and thought I'd give it another chance but i just don't like seaweed much."
3,Organic Seaweed Snacks Review,"Nicholas O.,",29-Oct-18,"It was ok, texture was kind of weird and the taste had a kind of spice to it. Overall, I will say it's not bad but I would want to taste more different flavors to see if the ""spice"" taste is natural since its seaweed."
3,Organic Seaweed Snacks Review,"Sabina M.,",10-Jan-19,It was not as good as I thought it would be.I love seaweed but it just did not have enough flavor for me. Disappointed. Also the product does not have enough in it for the money it cost.
2,Organic Seaweed Snacks Review,"Alesha A.,",25-Jan-19,I think I might have been expecting something a little different. The Taste was terrible. It was more like taking I'm outside vitamin then having a snack.
3,Organic Seaweed Snacks Review,"Jillian D.,",27-Oct-18,The sea salt was a little too salty. The bacon flavor adds a great flavor to noodles and other sides. An taste better as a snack than sea salt. Great for cooking!
3,Organic Seaweed Snacks Review,"James M.,",25-Nov-18,"I thought the sea salt flavor variety while fairly good, would not be an item that I could see eating on a regular basis, but would be an item that I would buy if none of my typical healthy snacks were availabe."
3,Organic Seaweed Snacks Review,"amber C.,",26-Nov-18,"I did not enjoy these, but they could be for others! This was the first time I ever had any type of seaweed snack. The taste wasn't for me, but if others already like seaweed then I would try this!"
3,Organic Seaweed Snacks Review,"Brandy C.,",08-Dec-18,Halo seaweed snacks was ok I tried the Korean BBQ and it really had alot of flavor but I was fan of the seaweed chip it self but for someone that loves seaweed wraps or seaweed wrapped anything will love these
2,Organic Seaweed Snacks Review,"sweety P.,",15-Dec-18,I tried Sea Salt flavor... but it has a little taste that I didn't find pleasant... These just a very thin paper like sheets.... hence not filling like any other snack... I would like to try Sriracha or Wasabi flavor...
3,Organic Seaweed Snacks Review,"Janell E.,",13-Nov-18,"These were good but as an avid chip lover, it was difficult to really enjoy these. The flavor was nice and the health benefits are great! I would eat them but they wouldn't be my first choice."
3,Organic Seaweed Snacks Review,"Lisa B.,",21-Feb-19,"This was not my favorite snack. I didn't like the aftertastes. I tried to like it, but I just couldn't, I am sure others would think differently but for me it was too salty and the aftertaste was unpleasant"
2,Organic Seaweed Snacks Review,"Ellery B.,",21-Nov-18,"This was not my cup of tea. I love all the aspects of this product, but am not a fan of the taste. This is definitely an acquired taste. If you like to try new things, this a very fun product to try."
3,Organic Seaweed Snacks Review,"Justin R.,",25-Oct-18,It's a different type of snack was expecting packed flavor grass instead like some old flavored car paint or burnt plastic bag. Was hoping to try one of the ramen or Noodle bowls but my store didn't stock them.
3,Organic Seaweed Snacks Review,"Carie L.,",18-Jan-19,Personally it isn't for me. But anyone who likes seaweed type snacks would love them. I didn't get a chance to try other flavors so that might make a difference. The wasabi was just to much for me.
3,Organic Seaweed Snacks Review,"Danielle S.,",21-Jan-19,The taste was very good...didnt expect to have such a great taste and would deffently tell my friends and family about it! My kids really enjoyed it as a snack.
3,Organic Seaweed Snacks Review,"LEO P.,",20-Nov-18,This is definitely unusual and unique! A good try for nice snacking. Snack lovers should try these originals and see how the seaweed sheets affect your own mouth.
3,Organic Seaweed Snacks Review,"Amanda C.,",12-Jan-19,"They were ok, but not preferable to my taste. If you usually eat or buy these types of snacks, then I'm sure you will love them. They have a great texture and were fresh."
3,Organic Seaweed Snacks Review,"Sarah B.,",17-Jan-19,"Tasted like sea weed haha! I got the chili lime one, the flavor wasn't overpowering, added something to a healthy snack. I'm not sure if I would purchase this on my own without a coupon."
3,Organic Seaweed Snacks Review,"Ken R.,",28-Dec-18,The product wasn't what I expected. I don't have a taste for this seaweed snack sheet. The flower masked the seaweed flavor. I would be curious what the most popular flavors are.
1,Organic Seaweed Snacks Review,"Christine T.,",25-Nov-18,I'm still trying to get this taste out of my mouth. It was fishy and overwhelming. This is not something that I would buy again or recommend to others.
3,Organic Seaweed Snacks Review,"Sandra P.,",12-Feb-19,I really did not care for this product. My expectations were somewhat high and that's maybe why. I would try different flavors to give them another try.
2,Organic Seaweed Snacks Review,"Lisa T.,",09-Jan-19,"It was very expensive but I still tried it! After trying it, the flavor wasn't very strong and I couldn't really taste it. I'd just as same use water."
3,Organic Seaweed Snacks Review,"Joy N.,",06-Dec-18,I tried the seaweed snack sheets and it was definitely different but definitely have to get used to the flavor of it. I got the bacon kind bc I had never tasted bacon with greens.
3,Organic Seaweed Snacks Review,"Lindsey C.,",22-Jan-19,"I thought that these were okay, but the flavor I tried wasn't my favorite. I tried the chili lime flavor and it didn't have the strength that I was really looking for. I would have liked something a little more spicy possibly."
3,Organic Seaweed Snacks Review,"Shilo Y.,",30-Nov-18,These were just okay. I had never had them before so I dont know if it was this brand or the seaweed snacks in general that I didnt care for but. I was not a huge fan st all.
3,Organic Seaweed Snacks Review,"luella M.,",17-Feb-19,I liked halo ocean sea weed snacks sea salt flavor. Just not something I can eat a lot of because it is too salty for me. However the flavor was excellent.
3,Organic Seaweed Snacks Review,"Kelsy P.,",03-Jan-19,"They were alright, personally they weren't my favorite. I am quite a picky eater though. I did give some to my friends though and they loved the flavors."
