score,product,author,date,comment
,,,,
2,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","topnotchgolden,",12-Mar-20,Kids really didn't likes as much as the lays small bag collection.
,,,,
3,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","gwennb,",15-Oct-19,"To much glue on box had to use scissors to openand chips were crushed, pizza ones had been cut open."
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Kristina,",22-Dec-19,My family loves the variety for lunches! Plus they are harder to squish.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Shannon,",30-Aug-19,Great for my kids lunch box. They love all the choices.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Vonnie,",27-Sep-19,Gave this to families who cant afford much food. Great to go with packed lunches
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Yvonne,",09-Dec-19,Just the right size for the lunch box or for snacking.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Shopaholic56,",06-Nov-19,I checked several stores for prices found the best price at Walmart
,,,,
4,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Cynthia,",03-Oct-19,wish the package didn't include as many original but the team loved the flavor
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Tana,",28-May-19,Love the way these are easy to pack in my daughter's lunch! Convient and these pronged are just the right sized snack! Will be buying these again really soon.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Sweetie,",03-May-19,These came individually packaged in there own little plastic container. Around 12chips per container.. at least the one I just opened up had this amount. Great fresh chip with many flavor choices.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","brownaygirl,",02-Sep-18,The variety pack bring several flavors offering more choices for the school lunchbox. Some of the chips arrived in pieces but most of them arrived in good condition.
,,,,
1,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Stefanie,",15-Aug-19,"The item itself is a good product, however, when I received my order the box of Pringle's were opened and 3 items were missing from the package. Additionally, the item was supposed to have two day shipping. It arrived 2 days late."
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","helennah,",04-Mar-19,"I loved having a variety of flavors to choose from, the container was the right size for portion control, and I enjoyed most of the flavors, but not so much the pizza flavor. I would buy again."
,,,,
4,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","BIGRED4U,",08-May-19,easy for the grandkids to get the right amount at lunch or for a snack. a good variety of flavor choices.
,,,,
4,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","tammy1504,",25-Jun-19,Great for portion control! I really like that there's a good variety. I only wish there was a way to have fewer crumbs.
,,,,
4,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","MomH,",10-Sep-18,"We really like the flavors included in this variety. So many snack packs include a kind of two that the kids don't like, but this one was great!"
,,,,
1,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Red,",09-Jul-19,No cause when I got my box of Pringles every last one was nothing but crumbs. They was broken all up
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Andi76,",29-May-19,This is a really good deal! Nice variety and the packs are really cool! They're actually curved like the chips and easier to open than the old ones.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","ShopperMom,",12-Jul-18,Great items. Better to buy online and pick up at your local Walmart. Cheaper price then other places
,,,,
3,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Pace37,",17-Jul-19,I give this two stars because the best flavors only have three each. My kids are not too fond of the original flavor.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Queenie,",17-Jul-19,"great price and easy travel product, for daughters busy days"
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","microqueen2,",16-Jul-19,I liked the fact there are different flavors in one box!
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","wishful1der,",03-Aug-19,"My first time buying these and they were a hit with my grandchildren, they loved the variety"
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","jmswei,",03-Jun-19,"taste good with 6 flavors, only hope that each package is full instead of 60% full"
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Sharon,",10-Apr-19,These are great. Small portioned size. I really like the mixed flavors.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Mr714,",15-Feb-19,Now I can pretty much be sure of what flavors are superior
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","LynnM,",27-Jan-19,My kids love these. It's just the right amount of chips for school. And you can't beat the price.
,,,,
3,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Sb,",15-May-19,Good except I got six pizza containers and no BBQ!
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","FloridaQ,",19-Apr-19,Can't go wrong with Pringles! Lasts a long time too
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","nascar88,",26-Apr-19,Such a great small snack. Good way to watch how much you eat.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Debbie,",26-May-18,Everything. They tasted great and there were only a few chips broken.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","rningmommyrn,",16-Aug-19,Great snack for my kids to take in the lunch or just on the go!
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","Anita,",12-Jul-18,It's individual size is great for lunches and for grandchildren visiting.
,,,,
5,"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz","tdars,",12-Jun-19,Just enough chips to get a salty taste to your mouth.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Beh,",31-Jul-20,"Love these 30 packs cookies! I use these snack pack cookies to give as treats when the children help with chores. I find I do not have to ask them to do simple things like bringing in the mail,, bringing deliveries from the back porch into the house I find they will do these. things without being ask to get a simple snack pack of cookies. A few snack kit-kat bars does not hurt either. cookies"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Reneeg,",02-Mar-20,"First time ordering this variety pack and I loved the different flavors. I never had golden oreos before and they are really good. The portions are nice and I like that I can stick them in my bag for when I am on the go. I love Oreo cookies but the problem is......If I buy a regular pack of Oreo cookie, I might eat half the pack at once. The box contains 30 packs of Oreo (10 chocolate, 10 vanilla, and 10 Oreo cookies). These comes with individual packages and each package contains 2 cookies. I love these because I can bring 1 pack to work so I can control how much I eat. Good snack for the day."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","BoredMom,",17-Jul-20,"This pack has been great for socially distanced activities. The teens can grab what they want and love the individual packs. I also wanted to add that I thought I'd hate the vanilla oreos, but truth be told I think they taste better than the originals."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","crharris103,",08-Aug-20,"love this box and individually wrapped cookies. What I'm looking for is price, availability and shipping. Good jod."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Holly,",25-Jul-20,I use these to give one each day to my postal lady in the box. Always like to give her a treat and these are perfect.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Monica,",05-Apr-20,"Even though these are a bit more expensive than a bag of Oreos or Chips Ahoy, they are worth it! If we open a bag, we eat a bag. These are great for lunches or if you just want a little treat."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","melinda,",07-Aug-20,nice little snack size individual pkgs for kids or adults good to take out fishing or camping.
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Tim,",27-Jul-20,"Sometimes good things do come in small packages, with emphasis on small. Not cost effective by the pound but good for portion control."
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Dale,",17-Apr-20,"They were all broken, but we could still eat them. Would not have been happy if I bought them for something ""special"", but grand kids ate them just the same. Better packaging would have worked."
,,,,
3,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Walid,",03-Aug-20,Too many calories. I want something like this with a lot less sugar.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nancy,",28-Jul-20,I like the individual packaging of cookies
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cheryl,",26-Jul-20,Hs is great variety and size for vacation or kid snacks and lunches
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Alexandria,",03-Aug-20,My kids love these and they last a while
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","idonotbelievethiscanbetru,",02-Aug-20,These cookies are everything we all know
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","JoAnn,",17-Aug-20,Great product and not out of date.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","GoGoKitty,",05-Aug-20,"Good ship, great way to portion cookies. They were fresh and unbroken. Thanks to all handlers!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","susan,",26-Jul-20,These are delicious great for the price.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nanakin7,",27-Jul-20,"Great product, fair pricing, quick delivery!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cadien,",02-Aug-20,Perfect treats for the kids. Will buy again.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cynthia,",26-Apr-20,Small packages good for calorie control and helpful way to give a snack when having a driveway social with another couple
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Beh,",31-Jul-20,"Love these 30 packs cookies! I use these snack pack cookies to give as treats when the children help with chores. I find I do not have to ask them to do simple things like bringing in the mail,, bringing deliveries from the back porch into the house I find they will do these. things without being ask to get a simple snack pack of cookies. A few snack kit-kat bars does not hurt either. cookies"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Reneeg,",02-Mar-20,"First time ordering this variety pack and I loved the different flavors. I never had golden oreos before and they are really good. The portions are nice and I like that I can stick them in my bag for when I am on the go. I love Oreo cookies but the problem is......If I buy a regular pack of Oreo cookie, I might eat half the pack at once. The box contains 30 packs of Oreo (10 chocolate, 10 vanilla, and 10 Oreo cookies). These comes with individual packages and each package contains 2 cookies. I love these because I can bring 1 pack to work so I can control how much I eat. Good snack for the day."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","BoredMom,",17-Jul-20,"This pack has been great for socially distanced activities. The teens can grab what they want and love the individual packs. I also wanted to add that I thought I'd hate the vanilla oreos, but truth be told I think they taste better than the originals."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","crharris103,",08-Aug-20,"love this box and individually wrapped cookies. What I'm looking for is price, availability and shipping. Good jod."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Holly,",25-Jul-20,I use these to give one each day to my postal lady in the box. Always like to give her a treat and these are perfect.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Monica,",05-Apr-20,"Even though these are a bit more expensive than a bag of Oreos or Chips Ahoy, they are worth it! If we open a bag, we eat a bag. These are great for lunches or if you just want a little treat."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","melinda,",07-Aug-20,nice little snack size individual pkgs for kids or adults good to take out fishing or camping.
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Tim,",27-Jul-20,"Sometimes good things do come in small packages, with emphasis on small. Not cost effective by the pound but good for portion control."
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Dale,",17-Apr-20,"They were all broken, but we could still eat them. Would not have been happy if I bought them for something ""special"", but grand kids ate them just the same. Better packaging would have worked."
,,,,
3,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Walid,",03-Aug-20,Too many calories. I want something like this with a lot less sugar.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nancy,",28-Jul-20,I like the individual packaging of cookies
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cheryl,",26-Jul-20,Hs is great variety and size for vacation or kid snacks and lunches
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Alexandria,",03-Aug-20,My kids love these and they last a while
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","idonotbelievethiscanbetru,",02-Aug-20,These cookies are everything we all know
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","JoAnn,",17-Aug-20,Great product and not out of date.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","GoGoKitty,",05-Aug-20,"Good ship, great way to portion cookies. They were fresh and unbroken. Thanks to all handlers!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","susan,",26-Jul-20,These are delicious great for the price.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nanakin7,",27-Jul-20,"Great product, fair pricing, quick delivery!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cadien,",02-Aug-20,Perfect treats for the kids. Will buy again.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cynthia,",26-Apr-20,Small packages good for calorie control and helpful way to give a snack when having a driveway social with another couple
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Beh,",31-Jul-20,"Love these 30 packs cookies! I use these snack pack cookies to give as treats when the children help with chores. I find I do not have to ask them to do simple things like bringing in the mail,, bringing deliveries from the back porch into the house I find they will do these. things without being ask to get a simple snack pack of cookies. A few snack kit-kat bars does not hurt either. cookies"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Reneeg,",02-Mar-20,"First time ordering this variety pack and I loved the different flavors. I never had golden oreos before and they are really good. The portions are nice and I like that I can stick them in my bag for when I am on the go. I love Oreo cookies but the problem is......If I buy a regular pack of Oreo cookie, I might eat half the pack at once. The box contains 30 packs of Oreo (10 chocolate, 10 vanilla, and 10 Oreo cookies). These comes with individual packages and each package contains 2 cookies. I love these because I can bring 1 pack to work so I can control how much I eat. Good snack for the day."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","BoredMom,",17-Jul-20,"This pack has been great for socially distanced activities. The teens can grab what they want and love the individual packs. I also wanted to add that I thought I'd hate the vanilla oreos, but truth be told I think they taste better than the originals."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","crharris103,",08-Aug-20,"love this box and individually wrapped cookies. What I'm looking for is price, availability and shipping. Good jod."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Holly,",25-Jul-20,I use these to give one each day to my postal lady in the box. Always like to give her a treat and these are perfect.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Monica,",05-Apr-20,"Even though these are a bit more expensive than a bag of Oreos or Chips Ahoy, they are worth it! If we open a bag, we eat a bag. These are great for lunches or if you just want a little treat."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","melinda,",07-Aug-20,nice little snack size individual pkgs for kids or adults good to take out fishing or camping.
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Tim,",27-Jul-20,"Sometimes good things do come in small packages, with emphasis on small. Not cost effective by the pound but good for portion control."
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Dale,",17-Apr-20,"They were all broken, but we could still eat them. Would not have been happy if I bought them for something ""special"", but grand kids ate them just the same. Better packaging would have worked."
,,,,
3,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Walid,",03-Aug-20,Too many calories. I want something like this with a lot less sugar.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nancy,",28-Jul-20,I like the individual packaging of cookies
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cheryl,",26-Jul-20,Hs is great variety and size for vacation or kid snacks and lunches
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Alexandria,",03-Aug-20,My kids love these and they last a while
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","idonotbelievethiscanbetru,",02-Aug-20,These cookies are everything we all know
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","JoAnn,",17-Aug-20,Great product and not out of date.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","GoGoKitty,",05-Aug-20,"Good ship, great way to portion cookies. They were fresh and unbroken. Thanks to all handlers!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","susan,",26-Jul-20,These are delicious great for the price.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nanakin7,",27-Jul-20,"Great product, fair pricing, quick delivery!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cadien,",02-Aug-20,Perfect treats for the kids. Will buy again.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cynthia,",26-Apr-20,Small packages good for calorie control and helpful way to give a snack when having a driveway social with another couple
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Beh,",31-Jul-20,"Love these 30 packs cookies! I use these snack pack cookies to give as treats when the children help with chores. I find I do not have to ask them to do simple things like bringing in the mail,, bringing deliveries from the back porch into the house I find they will do these. things without being ask to get a simple snack pack of cookies. A few snack kit-kat bars does not hurt either. cookies"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Reneeg,",02-Mar-20,"First time ordering this variety pack and I loved the different flavors. I never had golden oreos before and they are really good. The portions are nice and I like that I can stick them in my bag for when I am on the go. I love Oreo cookies but the problem is......If I buy a regular pack of Oreo cookie, I might eat half the pack at once. The box contains 30 packs of Oreo (10 chocolate, 10 vanilla, and 10 Oreo cookies). These comes with individual packages and each package contains 2 cookies. I love these because I can bring 1 pack to work so I can control how much I eat. Good snack for the day."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","BoredMom,",17-Jul-20,"This pack has been great for socially distanced activities. The teens can grab what they want and love the individual packs. I also wanted to add that I thought I'd hate the vanilla oreos, but truth be told I think they taste better than the originals."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","crharris103,",08-Aug-20,"love this box and individually wrapped cookies. What I'm looking for is price, availability and shipping. Good jod."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Holly,",25-Jul-20,I use these to give one each day to my postal lady in the box. Always like to give her a treat and these are perfect.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Monica,",05-Apr-20,"Even though these are a bit more expensive than a bag of Oreos or Chips Ahoy, they are worth it! If we open a bag, we eat a bag. These are great for lunches or if you just want a little treat."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","melinda,",07-Aug-20,nice little snack size individual pkgs for kids or adults good to take out fishing or camping.
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Tim,",27-Jul-20,"Sometimes good things do come in small packages, with emphasis on small. Not cost effective by the pound but good for portion control."
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Dale,",17-Apr-20,"They were all broken, but we could still eat them. Would not have been happy if I bought them for something ""special"", but grand kids ate them just the same. Better packaging would have worked."
,,,,
3,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Walid,",03-Aug-20,Too many calories. I want something like this with a lot less sugar.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nancy,",28-Jul-20,I like the individual packaging of cookies
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cheryl,",26-Jul-20,Hs is great variety and size for vacation or kid snacks and lunches
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Alexandria,",03-Aug-20,My kids love these and they last a while
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","idonotbelievethiscanbetru,",02-Aug-20,These cookies are everything we all know
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","JoAnn,",17-Aug-20,Great product and not out of date.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","GoGoKitty,",05-Aug-20,"Good ship, great way to portion cookies. They were fresh and unbroken. Thanks to all handlers!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","susan,",26-Jul-20,These are delicious great for the price.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nanakin7,",27-Jul-20,"Great product, fair pricing, quick delivery!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cadien,",02-Aug-20,Perfect treats for the kids. Will buy again.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cynthia,",26-Apr-20,Small packages good for calorie control and helpful way to give a snack when having a driveway social with another couple
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Beh,",31-Jul-20,"Love these 30 packs cookies! I use these snack pack cookies to give as treats when the children help with chores. I find I do not have to ask them to do simple things like bringing in the mail,, bringing deliveries from the back porch into the house I find they will do these. things without being ask to get a simple snack pack of cookies. A few snack kit-kat bars does not hurt either. cookies"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Reneeg,",02-Mar-20,"First time ordering this variety pack and I loved the different flavors. I never had golden oreos before and they are really good. The portions are nice and I like that I can stick them in my bag for when I am on the go. I love Oreo cookies but the problem is......If I buy a regular pack of Oreo cookie, I might eat half the pack at once. The box contains 30 packs of Oreo (10 chocolate, 10 vanilla, and 10 Oreo cookies). These comes with individual packages and each package contains 2 cookies. I love these because I can bring 1 pack to work so I can control how much I eat. Good snack for the day."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","BoredMom,",17-Jul-20,"This pack has been great for socially distanced activities. The teens can grab what they want and love the individual packs. I also wanted to add that I thought I'd hate the vanilla oreos, but truth be told I think they taste better than the originals."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","crharris103,",08-Aug-20,"love this box and individually wrapped cookies. What I'm looking for is price, availability and shipping. Good jod."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Holly,",25-Jul-20,I use these to give one each day to my postal lady in the box. Always like to give her a treat and these are perfect.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Monica,",05-Apr-20,"Even though these are a bit more expensive than a bag of Oreos or Chips Ahoy, they are worth it! If we open a bag, we eat a bag. These are great for lunches or if you just want a little treat."
,,,,
